任务ID,批次号,优先级,是否启用,股票代码,策略ID,开始日期,结束日期,初始资金,K线周期,数据源,场景标签,成本档位,滑点BP,佣金费率,印花税率,最小手数,是否T1,最大重试,任务状态,报告ID,错误信息,创建时间,更新时间
T016508,BULL05,2,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016509,BULL05,2,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016510,BULL05,2,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016511,BULL05,3,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016512,BULL05,2,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016513,BULL05,1,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016514,BULL05,3,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016515,BULL05,2,1,300142.SZ,34R1U500V31,2023/1/3,2023/5/9,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016516,BEAR01,1,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016517,BEAR01,2,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016518,BEAR01,2,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016519,BEAR01,2,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016520,BEAR01,3,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016521,BEAR01,2,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016522,BEAR01,1,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016523,BEAR01,3,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016524,BEAR01,2,1,300142.SZ,34R1U500V31,2018/5/22,2018/10/19,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016525,BEAR02,1,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016526,BEAR02,2,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016527,BEAR02,2,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016528,BEAR02,2,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016529,BEAR02,3,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016530,BEAR02,2,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016531,BEAR02,1,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016532,BEAR02,3,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016533,BEAR02,2,1,300142.SZ,34R1U500V31,2020/1/14,2020/3/23,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016534,BEAR03,1,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016535,BEAR03,2,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016536,BEAR03,2,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016537,BEAR03,2,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016538,BEAR03,3,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016539,BEAR03,2,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016540,BEAR03,1,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016541,BEAR03,3,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016542,BEAR03,2,1,300142.SZ,34R1U500V31,2022/1/4,2022/4/27,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016543,BEAR04,1,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016544,BEAR04,2,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016545,BEAR04,2,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016546,BEAR04,2,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016547,BEAR04,3,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016548,BEAR04,2,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016549,BEAR04,1,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016550,BEAR04,3,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016551,BEAR04,2,1,300142.SZ,34R1U500V31,2024/2/5,2024/4/22,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016552,SIDE01,1,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016553,SIDE01,2,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016554,SIDE01,2,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016555,SIDE01,2,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016556,SIDE01,3,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016557,SIDE01,2,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016558,SIDE01,1,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016559,SIDE01,3,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016560,SIDE01,2,1,300142.SZ,34R1U500V31,2019/5/6,2019/8/6,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016561,SIDE02,1,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016562,SIDE02,2,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016563,SIDE02,2,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016564,SIDE02,2,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016565,SIDE02,3,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016566,SIDE02,2,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016567,SIDE02,1,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016568,SIDE02,3,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016569,SIDE02,2,1,300142.SZ,34R1U500V31,2021/3/10,2021/7/28,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016570,SIDE03,1,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016571,SIDE03,2,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016572,SIDE03,2,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016573,SIDE03,2,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016574,SIDE03,3,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016575,SIDE03,2,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016576,SIDE03,1,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016577,SIDE03,3,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016578,SIDE03,2,1,300142.SZ,34R1U500V31,2022/6/15,2022/9/16,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016579,SIDE04,1,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016580,SIDE04,2,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016581,SIDE04,2,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016582,SIDE04,2,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016583,SIDE04,3,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016584,SIDE04,2,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016585,SIDE04,1,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016586,SIDE04,3,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016587,SIDE04,2,1,300142.SZ,34R1U500V31,2023/6/1,2023/9/22,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016588,SIDE05,1,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016589,SIDE05,2,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016590,SIDE05,2,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016591,SIDE05,2,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016592,SIDE05,3,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016593,SIDE05,2,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016594,SIDE05,1,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016595,SIDE05,3,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016596,SIDE05,2,1,300142.SZ,34R1U500V31,2025/1/2,2025/3/31,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016597,SIDE06,1,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016598,SIDE06,2,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016599,SIDE06,2,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016600,SIDE06,2,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016601,SIDE06,3,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016602,SIDE06,2,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016603,SIDE06,1,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016604,SIDE06,3,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016605,SIDE06,2,1,300142.SZ,34R1U500V31,2024/6/3,2024/8/30,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016606,BULL01,1,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016607,BULL01,2,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016608,BULL01,2,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016609,BULL01,2,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016610,BULL01,3,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016611,BULL01,2,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016612,BULL01,1,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016613,BULL01,3,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016614,BULL01,2,1,300347.SZ,34R1U500V31,2018/1/2,2018/1/29,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016615,BULL02,1,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016616,BULL02,2,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016617,BULL02,2,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016618,BULL02,2,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016619,BULL02,3,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016620,BULL02,2,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016621,BULL02,1,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016622,BULL02,3,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016623,BULL02,2,1,300347.SZ,34R1U500V31,2019/1/4,2019/4/8,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T016624,BULL03,1,1,300347.SZ,34R1U500V31,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
